domain	intent	pattern	bio
Twitter	SendMessage	dm na Twitterze mówi wobec bezczelnych kłamstw prezydenta putina i rosyjskiej propagandy potrzebne jest wspólne stanowisko polskich władz i opozycji	o o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	dm na Twitterze mówi tu nie ma miejsca i czasu na wewnętrzny spór	o o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wiadomość na Twitterze: kobiety mają prawo decydować o swoim życiu i zdrowiu	o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wiadomość na Twitterze: dolepić śmierć jolanty brzeskiej do @andrzejduda to juz wyzszy stopień podłości	o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wysłać bezpośrednią wiadomość na Twitterze, najwyższy czas żeby skończyć z polską pogardy	o o o o o b-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wysłać bezpośrednią wiadomość na Twitterze, istnieje przypuszczenie że rząd wie o przypadku #koronowirus o którym nie informuje opinii publicznej	o o o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wyślij dm na Twitter z wiadomością nadmierny strach przed #koronowirus i śmiercią to efekt rosnącej ateizacji	o o o o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wyślij dm na Twitter z wiadomością dawno się nie odzywałem wiadomo życie praca	o o o o o o b-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wyślij dm na Twitter z wiadomością dobry artykuł do niedzielnej kawy dający szerszą perspektywę	o o o o o o b-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wyślij wiadomość na Twitterze, a co po zrobilo w czerwcu ? kto mieczem itd	o o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessage	wyślij wiadomość na Twitterze, zapraszajcie ich do polski	o o o o b-message i-message i-message i-message
Twitter	SendMessage	wyślij wiadomość na Twitterze, marazmie zmian? coooo?	o o o o b-message i-message i-message
Twitter	SendMessageToUser	bezpośrednia wiadomość na Twitterze do pawelt_pl z informacją szacunkiem	o o o o o b-username o o b-message
Twitter	SendMessageToUser	bezpośrednia wiadomość na Twitterze do piotrus_pan9 z informacją kto jeszcze czyta lisa kitrysa	o o o o o b-username o o b-message i-message i-message i-message i-message
Twitter	SendMessageToUser	bezpośrednia wiadomość na Twitterze do xsassyxo z informacją nic podobnego!	o o o o o b-username o o b-message i-message
Twitter	SendMessageToUser	dm na Twitterze do conectum_pl mówiąc ale innym to można grzebać ?	o o o o b-username o b-message i-message i-message i-message i-message i-message
Twitter	SendMessageToUser	dm na Twitterze do amilee110 mówiąc robią to dla hajsu i fejma zero przyzwoitości	o o o o b-username o b-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessageToUser	dm na Twitterze do emilyclaiborne mówiąc lista przyszłych osadzonych	o o o o b-username o b-message i-message i-message
Twitter	SendMessageToUser	wiadomość na Twitterze do kmore z informacją może i mocny ale piskliwy	o o o o b-username o o b-message i-message i-message i-message i-message
Twitter	SendMessageToUser	wiadomość na Twitterze do myntmag z informacją kod to ci śmieszni ludzi co ich 50 jest	o o o o b-username o o b-message i-message i-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessageToUser	wyślij bezpośrednią wiadomość na Twitterze do mikieee182 mówiąc: pan z poznania? fakty na który temat?	o o o o o o b-username o b-message i-message i-message i-message i-message i-message i-message
Twitter	SendMessageToUser	wyślij bezpośrednią wiadomość na Twitterze do dirtysouth777 mówiąc: a przeszła ?	o o o o o o b-username o b-message i-message i-message
Twitter	SendMessageToUser	wyślij bezpośrednią wiadomość na Twitterze do ohsnapitscatie mówiąc: prześwietlic majątki	o o o o o o b-username o b-message i-message
Twitter	SendMessageToUser	wyślij dm na Twitterze do chunkyface mówiąc i to jest dobra wiadomość	o o o o o b-username o b-message i-message i-message i-message i-message
Twitter	SendMessageToUser	wyślij dm na Twitterze do jonradical mówiąc wlasnie widze ze nowoczesna mnie zablokowała	o o o o o b-username o b-message i-message i-message i-message i-message i-message
Twitter	SendMessageToUser	wyślij dm na Twitterze do renelae mówiąc r jak rekonwalescent będzie dobrze	o o o o o b-username o b-message i-message i-message i-message i-message
Twitter	SendMessageToUser	wyślij wiadomość na Twitterze do muertenthesnw mówiąc: sorry ricky nie zaglądamy	o o o o o b-username o b-message i-message i-message i-message
Twitter	SendMessageToUser	wyślij wiadomość na Twitterze do luvmyrandomness mówiąc: od kogo niezależny?	o o o o o b-username o b-message i-message i-message
Twitter	ShowTwittsWithHashtag	wyświetl tweety o prawdziwaprezydent	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety o kosiniak2020	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety o fitmarzec	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety o 1marca	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety o salsa4change	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety o weather na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety o pentax na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety o koronawirus na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety o airchina na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety o rządpis na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety o tvp na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem duda	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem prawdziwaprezydent	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem kosiniak2020	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem fitmarzec	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem 1marca	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem salsa4change na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem weather na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem pentax na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	wyświetl tweety z hashtagiem koronawirus na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety o airchina	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety o rządpis	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety o tvp	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety o duda	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety o prawdziwaprezydent	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety o kosiniak2020 na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety o fitmarzec na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety o 1marca na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety o salsa4change na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety o weather na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety o pentax na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem koronawirus	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem airchina	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem rządpis	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem tvp	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem duda	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem prawdziwaprezydent na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem kosiniak2020 na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem fitmarzec na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem 1marca na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem salsa4change na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	znajdź tweety z hashtagiem weather na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety o pentax	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety o koronawirus	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety o airchina	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety o rządpis	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety o tvp	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety o duda	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety o prawdziwaprezydent na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety o kosiniak2020 na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety o fitmarzec na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety o 1marca na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety o salsa4change na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety o weather na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem pentax	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem koronawirus	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem airchina	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem rządpis	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem tvp	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem duda	o o o o b-hashtag
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem prawdziwaprezydent na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem kosiniak2020 na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem fitmarzec na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem 1marca na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	pokaż tweety z hashtagiem salsa4change na Twitterze	o o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety o weather	o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety o pentax	o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety o koronawirus	o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety o airchina	o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety o rządpis	o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety o tvp na Twitterze	o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety o duda na Twitterze	o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety o prawdziwaprezydent na Twitterze	o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety o kosiniak2020 na Twitterze	o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety o fitmarzec na Twitterze	o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety o 1marca na Twitterze	o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem salsa4change	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem weather	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem pentax	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem koronawirus	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem airchina	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem rządpis	o o o b-hashtag
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem tvp na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem duda na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem prawdziwaprezydent na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem kosiniak2020 na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem fitmarzec na Twitterze	o o o b-hashtag o o
Twitter	ShowTwittsWithHashtag	tweety z hashtagiem 1marca na Twitterze	o o o b-hashtag o o
Weather	MoonphaseInLocation	faza księżyca dla jokohama	o o o b-location
Weather	MoonphaseInLocation	faza księżyca dla poznaniu	o o o b-location
Weather	MoonphaseInLocation	faza księżyca dla bochnia	o o o b-location
Weather	MoonphaseInLocation	faza księżyca dla lokalizacji sajgon	o o o o b-location
Weather	MoonphaseInLocation	faza księżyca dla lokalizacji surat	o o o o b-location
Weather	MoonphaseInLocation	faza księżyca dla lokalizacji ahmadabad	o o o o b-location
Weather	MoonphaseInLocationOnDate	faza księżyca dla durban w dniu piątku	o o o b-location o o b-date
Weather	MoonphaseInLocationOnDate	faza księżyca dla wuhan w dniu 13 stycznia	o o o b-location o o b-date i-date
Weather	MoonphaseInLocationOnDate	faza księżyca dla bangkok w dniu następnej środy	o o o b-location o o b-date i-date
Weather	MoonphaseInLocationOnDate	faza księżyca dla lokalizacji bangalore w dniu jutra	o o o o b-location o o b-date
Weather	MoonphaseInLocationOnDate	faza księżyca dla lokalizacji lahaur w dniu piątku	o o o o b-location o o b-date
Weather	MoonphaseInLocationOnDate	faza księżyca dla lokalizacji olkusz w dniu 13 stycznia	o o o o b-location o o b-date i-date
Weather	MoonphaseInLocationOnDate	faza księżyca dla lokalizacji chartum w dniu następnej środy	o o o o b-location o o b-date i-date
Weather	SunriseAndSunsetInLocation	wschód i zachód słońca dla lokalizacji szczecinek	o o o o o o b-location
Weather	SunriseAndSunsetInLocation	wschód i zachód słońca dla lokalizacji moskwa	o o o o o o b-location
Weather	SunriseAndSunsetInLocation	wschód i zachód słońca dla lokalizacji londyn	o o o o o o b-location
Weather	SunriseAndSunsetInLocation	wschód i zachód słońca dla lokalizacji łódź	o o o o o o b-location
Weather	SunriseAndSunsetInLocation	godziny wschodu i zachodu słońca w lublin	o o o o o o b-location
Weather	SunriseAndSunsetInLocation	godziny wschodu i zachodu słońca w świeradów-zdrój	o o o o o o b-location
Weather	SunriseAndSunsetInLocation	godziny wschodu i zachodu słońca w toruń	o o o o o o b-location
Weather	SunriseAndSunsetInLocationAndOnDate	wschód i zachód słońca dla lokalizacji katowice w dniu jutra	o o o o o o b-location o o b-date
Weather	SunriseAndSunsetInLocationAndOnDate	wschód i zachód słońca dla lokalizacji singapur w dniu piątku	o o o o o o b-location o o b-date
Weather	SunriseAndSunsetInLocationAndOnDate	wschód i zachód słońca dla lokalizacji dhaka w dniu 13 stycznia	o o o o o o b-location o o b-date i-date
Weather	SunriseAndSunsetInLocationAndOnDate	godziny wschodu i zachodu słońca w bratysława w dniu następnej środy	o o o o o o b-location o o b-date i-date
Weather	SunriseAndSunsetInLocationAndOnDate	godziny wschodu i zachodu słońca w opoczno w dniu jutra	o o o o o o b-location o o b-date
Weather	SunriseAndSunsetInLocationAndOnDate	godziny wschodu i zachodu słońca w łowicz w dniu piątku	o o o o o o b-location o o b-date
Weather	SunriseAndSunsetInLocationAndOnDate	godziny wschodu i zachodu słońca w szanghaj w dniu 13 stycznia	o o o o o o b-location o o b-date i-date
Weather	SunriseInLocation	wschód słońca w donieck	o o o b-location
Weather	SunriseInLocation	wschód słońca w bydgoszcz	o o o b-location
Weather	SunriseInLocation	wschód słońca w bytom	o o o b-location
Weather	SunriseInLocation	czas wschodu słońca w paryż	o o o o b-location
Weather	SunriseInLocation	czas wschodu słońca w pusan	o o o o b-location
Weather	SunriseInLocation	czas wschodu słońca w radom	o o o o b-location
Weather	SunriseInLocation	czas wschodu słońca w buenos aires	o o o o b-location i-location
Weather	SunriseInLocation	kiedy jest wschód słońca w wrocław	o o o o o b-location
Weather	SunriseInLocation	kiedy jest wschód słońca w berlin	o o o o o b-location
Weather	SunriseInLocation	kiedy jest wschód słońca w poznań	o o o o o b-location
Weather	SunriseInLocation	kiedy jest wschód słońca w chongqing	o o o o o b-location
Weather	SunriseInLocation	kiedy jest wschód słońca w tarnowskie góry	o o o o o b-location i-location
Weather	SunriseInLocation	kiedy jest wschód słońca w stambuł	o o o o o b-location
Weather	SunriseInLocation	kiedy jest wschód słońca w krasnystaw	o o o o o b-location
Weather	SunriseInLocation	kiedy jest wschód słońca w seul	o o o o o b-location
Weather	SunsetInLocation	zachód słońca w gdańsku	o o o b-location
Weather	SunsetInLocation	zachód słońca w lima	o o o b-location
Weather	SunsetInLocation	zachód słońca w smoleńsk	o o o b-location
Weather	SunsetInLocation	zachód słońca w santiago	o o o b-location
Weather	SunsetInLocation	czas zachodu słońca w abidżan	o o o o b-location
Weather	SunsetInLocation	czas zachodu słońca w londynie	o o o o b-location
Weather	SunsetInLocation	czas zachodu słońca w bogota	o o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca w krosno odrzańskie	o o o o o b-location i-location
Weather	SunsetInLocation	kiedy jest zachód słońca w nowy jork	o o o o o b-location i-location
Weather	SunsetInLocation	kiedy jest zachód słońca w baku	o o o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca w radomiu	o o o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca w police	o o o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca w kair	o o o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca w ankara	o o o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca w gdańsk	o o o o o b-location
Weather	WeatherInLocation	aktualna pogoda w grudziądz	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w warszawie	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w johannesburg	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w władysławowo	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w pjongjang	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w aleksandria	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w pekin	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w pune	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w sopot	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w rijad	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w krakowie	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w stargard	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w ostrzeszów	o o o b-location
Weather	WeatherInLocation	aktualna pogoda w kanpur	o o o b-location
Weather	WeatherInLocation	pogoda w sandomierz	o o b-location
Weather	WeatherInLocation	pogoda w rio de janeiro	o o b-location i-location i-location
Weather	WeatherInLocation	pogoda w kazimierz dolny	o o b-location i-location
Weather	WeatherInLocation	pogoda w nairobi	o o b-location
Weather	WeatherInLocation	pogoda w kudowa-zdrój	o o b-location
Weather	WeatherInLocation	pogoda w madryt	o o b-location
Weather	WeatherInLocation	pogoda w shenyang	o o b-location
Weather	WeatherInLocation	pogoda w gniezno	o o b-location
Weather	WeatherInLocation	jaka jest pogoda w buchara	o o o o b-location
Weather	WeatherInLocation	jaka jest pogoda w detroit	o o o o b-location
Weather	WeatherInLocation	jaka jest pogoda w kanton	o o o o b-location
Weather	WeatherInLocation	jaka jest pogoda w szczecin	o o o o b-location
Weather	WeatherInLocation	jak wygląda pogoda w teheran	o o o o b-location
Weather	WeatherInLocation	jak wygląda pogoda w berlinie	o o o o b-location
Weather	WeatherInLocation	jak wygląda pogoda w lubeka	o o o o b-location
Weather	WeatherInLocation	jak wygląda pogoda w proszowice	o o o o b-location
Weather	WeatherTomorrowInLocation	aktualna pogoda jutro w meksyk	o o o o b-location
Weather	WeatherTomorrowInLocation	aktualna pogoda jutro w dżakarta	o o o o b-location
Weather	WeatherTomorrowInLocation	aktualna pogoda jutro w lagos	o o o o b-location
Weather	WeatherTomorrowInLocation	Aktualna pogoda w rangun jutro	o o o b-location o
Weather	WeatherTomorrowInLocation	Aktualna pogoda w tokio jutro	o o o b-location o
Weather	WeatherTomorrowInLocation	Aktualna pogoda w petersburg jutro	o o o b-location o
Weather	WeatherTomorrowInLocation	Aktualna pogoda w piotrków trybunalski jutro	o o o b-location i-location o
Weather	WeatherTomorrowInLocation	aktualna pogoda jutro w wenecja	o o o o b-location
Weather	WeatherTomorrowInLocation	aktualna pogoda jutro w kamieńsk	o o o o b-location
Weather	WeatherTomorrowInLocation	aktualna pogoda jutro w nowym jorku	o o o o b-location i-location
Weather	WeatherTomorrowInLocation	aktualna pogoda jutro w elbląg	o o o o b-location
Weather	WeatherTomorrowInLocation	Aktualna pogoda w ułan bator jutro	o o o b-location i-location o
Weather	WeatherTomorrowInLocation	Aktualna pogoda w wrocławiu jutro	o o o b-location o
Weather	WeatherTomorrowInLocation	Aktualna pogoda w sulejów jutro	o o o b-location o
Weather	WeatherTomorrowInLocation	Aktualna pogoda w pyrzyce jutro	o o o b-location o
Weather	WeatherTomorrowInLocation	jutro pogoda w hajdarabad	o o o b-location
Weather	WeatherTomorrowInLocation	jutro pogoda w sankt petersburg	o o o b-location i-location
Weather	WeatherTomorrowInLocation	jutro pogoda w los angeles	o o o b-location i-location
Weather	WeatherTomorrowInLocation	jutro pogoda w hongkong	o o o b-location
Weather	WeatherTomorrowInLocation	jutro pogoda w bagdad	o o o b-location
Weather	WeatherTomorrowInLocation	jutro pogoda w jaipur	o o o b-location
Weather	WeatherTomorrowInLocation	jutro pogoda w karaczi	o o o b-location
Weather	WeatherTomorrowInLocation	jaka jest pogoda jutro w kraków	o o o o o b-location
Weather	WeatherTomorrowInLocation	jaka jest pogoda jutro w parczew	o o o o o b-location
Weather	WeatherTomorrowInLocation	jaka jest pogoda jutro w kinszasa	o o o o o b-location
Weather	WeatherTomorrowInLocation	jaka jest pogoda jutro w kalkuta	o o o o o b-location
Weather	WeatherTomorrowInLocation	jakie będzie jutro w zakopane	o o o o b-location
Weather	WeatherTomorrowInLocation	jakie będzie jutro w kapsztad	o o o o b-location
Weather	WeatherTomorrowInLocation	jakie będzie jutro w wolin	o o o o b-location
Weather	WeatherTomorrowInLocation	jakie będzie jutro w delhi	o o o o b-location
Websearch	OpenEngine	wyszukiwanie bing	o o
Websearch	OpenEngine	wyszukiwanie duckduckgo	o o
Websearch	SearchText	strony pasujące do ztm	o o o b-txt_query
Websearch	SearchText	strony pasujące do castorama	o o o b-txt_query
Websearch	SearchText	strony pasujące do onet	o o o b-txt_query
Websearch	SearchText	strony pasujące do youtube	o o o b-txt_query
Websearch	SearchText	strony pasujące do wp	o o o b-txt_query
Websearch	SearchText	strony pasujące do facebook	o o o b-txt_query
Websearch	SearchText	strony pasujące do pudelek	o o o b-txt_query
Websearch	SearchText	strony pasujące do kalkulator	o o o b-txt_query
Websearch	SearchText	strony pasujące do poczta polska śledzenie	o o o b-txt_query i-txt_query i-txt_query
Websearch	SearchText	strony internetowe pasujące do agario	o o o o b-txt_query
Websearch	SearchText	strony internetowe pasujące do epuap	o o o o b-txt_query
Websearch	SearchText	strony internetowe pasujące do rozkład jazdy	o o o o b-txt_query i-txt_query
Websearch	SearchText	strony internetowe pasujące do instagram	o o o o b-txt_query
Websearch	SearchText	strony internetowe pasujące do poczta śledzenie	o o o o b-txt_query i-txt_query
Websearch	SearchText	strony internetowe pasujące do google maps	o o o o b-txt_query i-txt_query
Websearch	SearchText	strony internetowe pasujące do kraków	o o o o b-txt_query
Websearch	SearchText	strony internetowe pasujące do interia	o o o o b-txt_query
Websearch	SearchText	strony internetowe pasujące do pkp	o o o o b-txt_query
Websearch	SearchText	strony internetowe pasujące do mapa	o o o o b-txt_query
Websearch	SearchText	witryny pasujące do dpd śledzenie	o o o b-txt_query i-txt_query
Websearch	SearchText	witryny pasujące do inpost	o o o b-txt_query
Websearch	SearchText	witryny pasujące do yt	o o o b-txt_query
Websearch	SearchText	witryny pasujące do tablica pl	o o o b-txt_query i-txt_query
Websearch	SearchText	witryny pasujące do bydgoszcz	o o o b-txt_query
Websearch	SearchText	witryny pasujące do śledzenie przesyłek	o o o b-txt_query i-txt_query
Websearch	SearchText	witryny pasujące do koleje mazowieckie	o o o b-txt_query i-txt_query
Websearch	SearchText	witryny pasujące do gumtree	o o o b-txt_query
Websearch	SearchText	witryny pasujące do tablica	o o o b-txt_query
Websearch	SearchTextOnEngine	poczta na bing	b-txt_query o o
Websearch	SearchTextOnEngine	lidl na bing	b-txt_query o o
Websearch	SearchTextOnEngine	tauron na bing	b-txt_query o o
Websearch	SearchTextOnEngine	fb na bing	b-txt_query o o
Websearch	SearchTextOnEngine	krs na bing	b-txt_query o o
Websearch	SearchTextOnEngine	olx na bing	b-txt_query o o
Websearch	SearchTextOnEngine	biedronka na bing	b-txt_query o o
Websearch	SearchTextOnEngine	gumtree kraków na bing	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	kzk na bing	b-txt_query o o
Websearch	SearchTextOnEngine	stooq na bing	b-txt_query o o
Websearch	SearchTextOnEngine	kino galeria młociny na duckduckgo	b-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	onet poczta na duckduckgo	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	żel antybakteryjny na duckduckgo	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	futro z misia na duckduckgo	b-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	program tv na duckduckgo	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	multi multi wyniki na duckduckgo	b-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	koronawirus memy na duckduckgo	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	lighthouse na duckduckgo	b-txt_query o o
Websearch	SearchTextOnEngine	wiadomosci na duckduckgo	b-txt_query o o
Websearch	SearchTextOnEngine	burze dzis net na duckduckgo	b-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	fotka nowe w Google	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	piosenki dla dzieci w Google	b-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	1800 gramów w Google	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	fakt w Google	b-txt_query o o
Websearch	SearchTextOnEngine	meble w Google	b-txt_query o o
Websearch	SearchTextOnEngine	mihome w Google	b-txt_query o o
Websearch	SearchTextOnEngine	falasca w Google	b-txt_query o o
Websearch	SearchTextOnEngine	sony w Google	b-txt_query o o
Websearch	SearchTextOnEngine	echo dnia w Google	b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	bing buty	o b-txt_query
Websearch	SearchTextOnEngine	bing objawy koronawirusa	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	bing rtv	o b-txt_query
Websearch	SearchTextOnEngine	bing basen	o b-txt_query
Websearch	SearchTextOnEngine	bing godziny pracy 2020	o b-txt_query i-txt_query i-txt_query
